id,name,x,y,region
352,Head Thief,620,3497,Underground/Dungeon
133,Head chef,178,484,Varrock
469,Head mourner,629,595,Eastern Map
513,Head wizard,597,756,Yanille
535,Heckel funch,685,1402,Southern Map
269,Helemos,372,438,Wilderness (low)
294,Hellhound,388,3326,Underground/Dungeon
294,Hellhound,391,3316,Underground/Dungeon
294,Hellhound,394,3314,Underground/Dungeon
294,Hellhound,395,3329,Underground/Dungeon
294,Hellhound,506,3428,Underground/Dungeon
324,Hero,548,599,Central Map
155,Herquin,332,567,Rimmington
148,Hetty,317,667,Rimmington
289,Hickton,427,489,Central Map
395,High priest of entrana,406,562,Karamja
89,Highwayman,198,604,Southern Map
89,Highwayman,299,609,Port Sarim
89,Highwayman,486,431,Wilderness (low)
743,Hobbes the Butler,494,390,Wilderness (low)
67,Hobgoblin,64,1642,Southern Map
67,Hobgoblin,200,3298,Underground/Dungeon
67,Hobgoblin,205,3299,Underground/Dungeon
67,Hobgoblin,206,3294,Underground/Dungeon
67,Hobgoblin,207,3313,Underground/Dungeon
67,Hobgoblin,209,3312,Underground/Dungeon
67,Hobgoblin,217,255,Wilderness (mid)
67,Hobgoblin,219,252,Wilderness (mid)
67,Hobgoblin,220,257,Wilderness (mid)
67,Hobgoblin,221,255,Wilderness (mid)
67,Hobgoblin,221,259,Wilderness (mid)
67,Hobgoblin,222,246,Wilderness (deep)
67,Hobgoblin,223,251,Wilderness (mid)
67,Hobgoblin,224,253,Wilderness (mid)
67,Hobgoblin,224,255,Wilderness (mid)
67,Hobgoblin,226,246,Wilderness (deep)
67,Hobgoblin,226,251,Wilderness (mid)
67,Hobgoblin,228,251,Wilderness (mid)
67,Hobgoblin,228,255,Wilderness (mid)
67,Hobgoblin,230,248,Wilderness (deep)
67,Hobgoblin,231,245,Wilderness (deep)
67,Hobgoblin,231,251,Wilderness (mid)
67,Hobgoblin,290,3513,Underground/Dungeon
67,Hobgoblin,292,3514,Underground/Dungeon
67,Hobgoblin,292,3523,Underground/Dungeon
67,Hobgoblin,294,3523,Underground/Dungeon
67,Hobgoblin,359,614,Karamja
67,Hobgoblin,362,611,Karamja
67,Hobgoblin,363,603,Karamja
67,Hobgoblin,363,611,Karamja
67,Hobgoblin,364,605,Karamja
67,Hobgoblin,365,604,Karamja
67,Hobgoblin,366,605,Karamja
67,Hobgoblin,414,606,Karamja
67,Hobgoblin,422,608,Brimhaven
67,Hobgoblin,429,618,Brimhaven
67,Hobgoblin,450,802,Brimhaven
67,Hobgoblin,466,763,Brimhaven
311,Hobgoblin,521,3433,Underground/Dungeon
311,Hobgoblin,523,3433,Underground/Dungeon
311,Hobgoblin,523,3434,Underground/Dungeon
67,Hobgoblin,647,3534,Underground/Dungeon
67,Hobgoblin,648,3540,Underground/Dungeon
67,Hobgoblin,656,3540,Underground/Dungeon
67,Hobgoblin,658,3535,Underground/Dungeon
67,Hobgoblin,663,3531,Underground/Dungeon
67,Hobgoblin,663,3534,Underground/Dungeon
67,Hobgoblin,666,3534,Underground/Dungeon
457,Holgart,493,615,Southern Map
458,Holgart,512,638,Southern Map
456,Holgart,516,612,Southern Map
647,Holthion,807,3529,Underground/Dungeon
510,Hops,93,529,Al Kharid/Desert
506,Hops,344,657,Rimmington
335,Horacio,560,579,Central Map
48,Horvik the Armourer,116,503,Varrock
537,Hudo glenfad,716,1380,Southern Map
649,Iban,804,3469,Underground/Dungeon
658,Iban disciple,740,624,Eastern Map
658,Iban disciple,776,3456,Underground/Dungeon
658,Iban disciple,776,3482,Underground/Dungeon
658,Iban disciple,778,3482,Underground/Dungeon
658,Iban disciple,779,3455,Underground/Dungeon
658,Iban disciple,785,3469,Underground/Dungeon
658,Iban disciple,786,3469,Underground/Dungeon
658,Iban disciple,787,3469,Underground/Dungeon
658,Iban disciple,788,3468,Underground/Dungeon
658,Iban disciple,788,3470,Underground/Dungeon
658,Iban disciple,789,3465,Underground/Dungeon
658,Iban disciple,789,3468,Underground/Dungeon
658,Iban disciple,792,3460,Underground/Dungeon
658,Iban disciple,792,3468,Underground/Dungeon
658,Iban disciple,792,3474,Underground/Dungeon
658,Iban disciple,792,3477,Underground/Dungeon
658,Iban disciple,793,3477,Underground/Dungeon
658,Iban disciple,795,3461,Underground/Dungeon
658,Iban disciple,795,3463,Underground/Dungeon
658,Iban disciple,796,3476,Underground/Dungeon
658,Iban disciple,802,3461,Underground/Dungeon
658,Iban disciple,803,3479,Underground/Dungeon
658,Iban disciple,804,3475,Underground/Dungeon
658,Iban disciple,805,3464,Underground/Dungeon
135,Ice Giant,310,3521,Underground/Dungeon
135,Ice Giant,311,3524,Underground/Dungeon
135,Ice Giant,328,148,Wilderness (deep)
135,Ice Giant,331,129,Wilderness (deep)
135,Ice Giant,331,146,Wilderness (deep)
135,Ice Giant,334,134,Wilderness (deep)
135,Ice Giant,335,148,Wilderness (deep)
135,Ice Giant,421,448,Central Map
135,Ice Giant,425,446,Central Map
254,Ice queen,395,3272,Underground/Dungeon
263,Ice spider,320,126,Wilderness (deep)
263,Ice spider,324,130,Wilderness (deep)
263,Ice spider,324,138,Wilderness (deep)
263,Ice spider,325,127,Wilderness (deep)
263,Ice spider,325,132,Wilderness (deep)
263,Ice spider,325,134,Wilderness (deep)
263,Ice spider,398,3284,Underground/Dungeon
263,Ice spider,399,3280,Underground/Dungeon
263,Ice spider,402,3276,Underground/Dungeon
263,Ice spider,405,3279,Underground/Dungeon
263,Ice spider,405,3284,Underground/Dungeon
263,Ice spider,409,3276,Underground/Dungeon
263,Ice spider,411,3282,Underground/Dungeon
263,Ice spider,542,3349,Underground/Dungeon
263,Ice spider,543,3351,Underground/Dungeon
263,Ice spider,547,3350,Underground/Dungeon
263,Ice spider,552,3355,Underground/Dungeon
263,Ice spider,562,3352,Underground/Dungeon
263,Ice spider,562,3356,Underground/Dungeon
158,Ice warrior,301,3519,Underground/Dungeon
158,Ice warrior,302,3516,Underground/Dungeon
158,Ice warrior,306,3517,Underground/Dungeon
158,Ice warrior,306,3521,Underground/Dungeon
158,Ice warrior,328,126,Wilderness (deep)
158,Ice warrior,329,136,Wilderness (deep)
158,Ice warrior,329,155,Wilderness (deep)
158,Ice warrior,330,137,Wilderness (deep)
158,Ice warrior,330,154,Wilderness (deep)
158,Ice warrior,331,158,Wilderness (deep)
158,Ice warrior,332,135,Wilderness (deep)
158,Ice warrior,333,125,Wilderness (deep)
158,Ice warrior,333,157,Wilderness (deep)
158,Ice warrior,334,127,Wilderness (deep)
158,Ice warrior,334,153,Wilderness (deep)
158,Ice warrior,334,154,Wilderness (deep)
158,Ice warrior,406,3271,Underground/Dungeon
158,Ice warrior,410,3265,Underground/Dungeon
158,Ice warrior,410,3268,Underground/Dungeon
158,Ice warrior,412,432,Wilderness (low)
158,Ice warrior,415,3274,Underground/Dungeon
158,Ice warrior,417,3281,Underground/Dungeon
158,Ice warrior,418,3266,Underground/Dungeon
158,Ice warrior,418,3268,Underground/Dungeon
158,Ice warrior,420,3284,Underground/Dungeon
158,Ice warrior,421,432,Wilderness (low)
158,Ice warrior,424,3275,Underground/Dungeon
114,Imp,69,608,Southern Map
114,Imp,97,438,Wilderness (low)
114,Imp,110,530,Central Map
114,Imp,114,447,Central Map
114,Imp,127,660,Lumbridge
114,Imp,130,451,Central Map
114,Imp,142,477,Varrock
114,Imp,154,522,Varrock
114,Imp,200,457,Central Map
114,Imp,225,451,Edgeville
114,Imp,230,479,Central Map
114,Imp,235,447,Edgeville
114,Imp,237,631,Southern Map
114,Imp,310,548,Falador
114,Imp,323,566,Rimmington
114,Imp,408,687,Karamja
114,Imp,414,687,Karamja
114,Imp,419,700,Karamja
114,Imp,422,689,Brimhaven
114,Imp,425,707,Brimhaven
538,Irena,64,738,Southern Map
218,Irksol,107,3541,Underground/Dungeon
761,Irvig Senay,404,3709,Underground/Dungeon
761,Irvig Senay,405,3699,Underground/Dungeon
761,Irvig Senay,405,3704,Underground/Dungeon
761,Irvig Senay,408,3712,Underground/Dungeon
265,Jailer,360,3426,Underground/Dungeon
127,Jailguard,192,634,Southern Map
127,Jailguard,193,632,Southern Map
127,Jailguard,196,632,Southern Map
127,Jailguard,199,635,Southern Map
220,Jakut,113,3546,Underground/Dungeon
230,Jatix,369,506,Central Map
377,Jeremy Servil,605,715,Yanille
377,Jeremy Servil,613,709,Yanille
486,Jerico,580,586,Yanille
443,Jethick,634,589,Eastern Map
522,Jiminua,459,754,Brimhaven
121,Joe,196,640,Southern Map
523,Jogre,337,800,Southern Map
523,Jogre,337,817,Southern Map
523,Jogre,350,801,Karamja
523,Jogre,352,843,Karamja
523,Jogre,360,845,Karamja
523,Jogre,366,761,Karamja
523,Jogre,369,766,Karamja
523,Jogre,374,774,Karamja
523,Jogre,414,3577,Underground/Dungeon
523,Jogre,419,3575,Underground/Dungeon
523,Jogre,420,764,Brimhaven
523,Jogre,422,3587,Underground/Dungeon
523,Jogre,423,3580,Underground/Dungeon
523,Jogre,432,816,Brimhaven
523,Jogre,440,816,Brimhaven
523,Jogre,440,833,Brimhaven
523,Jogre,459,815,Brimhaven
523,Jogre,461,861,Brimhaven
523,Jogre,462,861,Brimhaven
523,Jogre,473,819,Southern Map
523,Jogre,476,865,Southern Map
25,Jonny the beard,121,525,Varrock
354,Joshua,570,503,Ardougne
31,Juliet,168,500,Varrock
617,Jungle Banker,400,853,Karamja
617,Jungle Banker,401,851,Karamja
617,Jungle Banker,402,849,Karamja
765,Jungle Forester,397,865,Karamja
765,Jungle Forester,424,863,Brimhaven
765,Jungle Forester,459,863,Brimhaven
776,Jungle Savage,404,877,Karamja
776,Jungle Savage,451,888,Brimhaven
521,Jungle Spider,336,817,Southern Map
521,Jungle Spider,337,832,Southern Map
521,Jungle Spider,342,814,Southern Map
521,Jungle Spider,343,793,Southern Map
521,Jungle Spider,344,793,Southern Map
521,Jungle Spider,346,881,Southern Map
521,Jungle Spider,353,828,Karamja
521,Jungle Spider,358,816,Karamja
521,Jungle Spider,366,877,Karamja
521,Jungle Spider,370,796,Karamja
521,Jungle Spider,374,782,Karamja
521,Jungle Spider,377,771,Karamja
521,Jungle Spider,381,820,Karamja
521,Jungle Spider,381,896,Karamja
521,Jungle Spider,385,784,Karamja
521,Jungle Spider,392,880,Karamja
521,Jungle Spider,393,882,Karamja
521,Jungle Spider,396,764,Karamja
521,Jungle Spider,400,894,Karamja
521,Jungle Spider,414,883,Karamja
521,Jungle Spider,417,763,Karamja
521,Jungle Spider,419,760,Karamja
521,Jungle Spider,420,767,Brimhaven
521,Jungle Spider,422,759,Brimhaven
521,Jungle Spider,422,766,Brimhaven
521,Jungle Spider,424,766,Brimhaven
521,Jungle Spider,426,759,Brimhaven
521,Jungle Spider,426,771,Brimhaven
521,Jungle Spider,428,772,Brimhaven
521,Jungle Spider,433,820,Brimhaven
521,Jungle Spider,436,831,Brimhaven
521,Jungle Spider,437,825,Brimhaven
521,Jungle Spider,442,828,Brimhaven
521,Jungle Spider,443,874,Brimhaven
521,Jungle Spider,444,821,Brimhaven
521,Jungle Spider,450,820,Brimhaven
521,Jungle Spider,450,822,Brimhaven
521,Jungle Spider,451,901,Brimhaven
521,Jungle Spider,457,735,Brimhaven
521,Jungle Spider,461,856,Brimhaven
521,Jungle Spider,463,816,Brimhaven
521,Jungle Spider,466,732,Brimhaven
521,Jungle Spider,468,896,Brimhaven
521,Jungle Spider,469,734,Brimhaven
521,Jungle Spider,471,735,Southern Map
521,Jungle Spider,471,860,Southern Map
521,Jungle Spider,530,759,Southern Map
521,Jungle Spider,532,749,Southern Map
521,Jungle Spider,533,749,Southern Map
521,Jungle Spider,533,762,Southern Map
521,Jungle Spider,534,748,Southern Map
521,Jungle Spider,534,750,Southern Map
521,Jungle Spider,534,758,Southern Map
521,Jungle Spider,535,759,Southern Map
521,Jungle Spider,535,761,Southern Map
521,Jungle Spider,536,750,Southern Map
521,Jungle Spider,537,758,Southern Map
521,Jungle Spider,538,745,Southern Map
521,Jungle Spider,538,752,Southern Map
521,Jungle Spider,539,744,Southern Map
521,Jungle Spider,540,751,Southern Map
521,Jungle Spider,541,745,Southern Map
521,Jungle Spider,541,748,Southern Map
521,Jungle Spider,541,753,Southern Map
521,Jungle Spider,541,756,Southern Map
521,Jungle Spider,542,755,Southern Map
521,Jungle Spider,543,747,Southern Map
521,Jungle Spider,543,754,Southern Map
521,Jungle Spider,544,748,Southern Map
521,Jungle Spider,544,756,Southern Map
378,Justin Servil,613,707,Yanille
621,Kaleb,395,1766,Karamja
641,Kalrag,726,582,Eastern Map
657,Kamen,763,661,Eastern Map
783,Kanel,166,513,Varrock
332,Kangai Mau,452,687,Brimhaven
204,Kaqemeex,362,459,Central Map
775,Karamja Wolf,345,901,Southern Map
775,Karamja Wolf,347,905,Southern Map
775,Karamja Wolf,358,894,Karamja
775,Karamja Wolf,364,902,Karamja
775,Karamja Wolf,368,882,Karamja
775,Karamja Wolf,378,876,Karamja
775,Karamja Wolf,379,903,Karamja
775,Karamja Wolf,386,892,Karamja
775,Karamja Wolf,400,885,Karamja
775,Karamja Wolf,400,901,Karamja
775,Karamja Wolf,416,900,Karamja
775,Karamja Wolf,422,904,Brimhaven
775,Karamja Wolf,432,892,Brimhaven
775,Karamja Wolf,435,883,Brimhaven
775,Karamja Wolf,452,894,Brimhaven
775,Karamja Wolf,457,877,Brimhaven
775,Karamja Wolf,462,891,Brimhaven
775,Karamja Wolf,466,877,Brimhaven
643,Kardia the Witch,773,3537,Underground/Dungeon
27,Katrine,150,534,Central Map
90,Kebab Seller,88,684,Al Kharid/Desert
304,Kharid Scorpion,264,1403,Southern Map
302,Kharid Scorpion,380,3353,Underground/Dungeon
303,Kharid Scorpion,487,543,Central Map
382,Khazard Bartender,591,718,Yanille
428,Khazard commander,660,630,Eastern Map
407,Khazard troop,639,637,Eastern Map
407,Khazard troop,639,640,Eastern Map
407,Khazard troop,640,630,Eastern Map
407,Khazard troop,640,635,Eastern Map
407,Khazard troop,641,628,Eastern Map
407,Khazard troop,642,630,Eastern Map
407,Khazard troop,642,634,Eastern Map
407,Khazard troop,642,644,Eastern Map
407,Khazard troop,642,645,Eastern Map
407,Khazard troop,643,631,Eastern Map
407,Khazard troop,644,633,Eastern Map
407,Khazard troop,646,639,Eastern Map
407,Khazard troop,647,633,Eastern Map
407,Khazard troop,650,634,Eastern Map
407,Khazard troop,650,639,Eastern Map
407,Khazard troop,650,640,Eastern Map
407,Khazard troop,651,633,Eastern Map
407,Khazard troop,651,642,Eastern Map
407,Khazard troop,652,641,Eastern Map
407,Khazard troop,653,631,Eastern Map
407,Khazard troop,654,633,Eastern Map
407,Khazard troop,654,634,Eastern Map
407,Khazard troop,654,636,Eastern Map
407,Khazard troop,654,641,Eastern Map
407,Khazard troop,654,642,Eastern Map
407,Khazard troop,655,640,Eastern Map
407,Khazard troop,655,643,Eastern Map
407,Khazard troop,656,636,Eastern Map
407,Khazard troop,656,641,Eastern Map
407,Khazard troop,656,652,Eastern Map
407,Khazard troop,657,642,Eastern Map
407,Khazard troop,657,644,Eastern Map
407,Khazard troop,657,646,Eastern Map
407,Khazard troop,658,637,Eastern Map
407,Khazard troop,658,645,Eastern Map
407,Khazard troop,659,633,Eastern Map
407,Khazard troop,659,639,Eastern Map
407,Khazard troop,659,642,Eastern Map
407,Khazard troop,659,644,Eastern Map
407,Khazard troop,659,646,Eastern Map
407,Khazard troop,660,634,Eastern Map
407,Khazard troop,660,644,Eastern Map
407,Khazard troop,661,639,Eastern Map
407,Khazard troop,661,643,Eastern Map
407,Khazard troop,661,645,Eastern Map
407,Khazard troop,664,644,Eastern Map
407,Khazard troop,666,640,Eastern Map
407,Khazard troop,666,651,Eastern Map
407,Khazard troop,667,594,Eastern Map
407,Khazard troop,668,632,Eastern Map
407,Khazard troop,668,639,Eastern Map
407,Khazard troop,669,595,Eastern Map
407,Khazard troop,669,634,Eastern Map
407,Khazard troop,669,636,Eastern Map
407,Khazard troop,671,594,Eastern Map
487,Kilron,629,613,Eastern Map
275,King Arthur,474,453,Central Map
477,King Black Dragon,567,3318,Underground/Dungeon
541,King Narnode Shareen,417,163,Wilderness (deep)
545,King Narnode Shareen,704,3283,Underground/Dungeon
415,King Percival,516,35,Wilderness (deep)
136,King Scorpion,120,108,Wilderness (deep)
136,King Scorpion,127,109,Wilderness (deep)
136,King Scorpion,128,112,Wilderness (deep)
136,King Scorpion,132,113,Wilderness (deep)
136,King Scorpion,135,115,Wilderness (deep)
136,King Scorpion,137,112,Wilderness (deep)
136,King Scorpion,235,199,Wilderness (deep)
136,King Scorpion,236,189,Wilderness (deep)
136,King Scorpion,239,199,Wilderness (deep)
136,King Scorpion,241,195,Wilderness (deep)
136,King Scorpion,264,3373,Underground/Dungeon
136,King Scorpion,268,3370,Underground/Dungeon
136,King Scorpion,406,606,Karamja
136,King Scorpion,406,616,Karamja
136,King Scorpion,410,615,Karamja
648,Klank,761,661,Eastern Map
193,Klarense,260,641,Port Sarim
322,Knight,547,586,Central Map
322,Knight,607,606,Yanille
659,Koftik,676,3493,Underground/Dungeon
627,Koftik,702,3420,Underground/Dungeon
626,Koftik,713,582,Eastern Map
628,Koftik,723,3461,Underground/Dungeon
650,Koftik,740,584,Eastern Map
629,Koftik,763,3441,Underground/Dungeon
337,Kortan,580,601,Yanille
123,Lady Keli,195,640,Southern Map
372,Lady servil,575,679,Yanille
122,Leela,206,626,Southern Map
736,Legends Guild Guard,511,551,Seers Village
736,Legends Guild Guard,514,551,Seers Village
22,Lesser Demon,60,172,Wilderness (deep)
22,Lesser Demon,64,183,Wilderness (deep)
22,Lesser Demon,76,176,Wilderness (deep)
22,Lesser Demon,213,2585,Southern Map
22,Lesser Demon,231,174,Wilderness (deep)
22,Lesser Demon,238,178,Wilderness (deep)
22,Lesser Demon,283,184,Wilderness (deep)
22,Lesser Demon,283,185,Wilderness (deep)
22,Lesser Demon,283,186,Wilderness (deep)
22,Lesser Demon,283,187,Wilderness (deep)
181,Lesser Demon,342,3462,Underground/Dungeon
22,Lesser Demon,349,3352,Underground/Dungeon
22,Lesser Demon,349,3354,Underground/Dungeon
22,Lesser Demon,352,3353,Underground/Dungeon
22,Lesser Demon,391,3732,Underground/Dungeon
22,Lesser Demon,393,3736,Underground/Dungeon
22,Lesser Demon,394,3741,Underground/Dungeon
22,Lesser Demon,400,3737,Underground/Dungeon
22,Lesser Demon,404,3496,Underground/Dungeon
22,Lesser Demon,404,3503,Underground/Dungeon
22,Lesser Demon,406,3499,Underground/Dungeon
22,Lesser Demon,407,3492,Underground/Dungeon
22,Lesser Demon,408,3535,Underground/Dungeon
22,Lesser Demon,410,3539,Underground/Dungeon
22,Lesser Demon,414,3536,Underground/Dungeon
22,Lesser Demon,415,616,Karamja
22,Lesser Demon,533,3294,Underground/Dungeon
22,Lesser Demon,533,3297,Underground/Dungeon
22,Lesser Demon,534,3291,Underground/Dungeon
266,Lord Darquarius,348,3431,Underground/Dungeon
85,Louie Legs,55,686,Al Kharid/Desert
364,Lucien,163,468,Central Map
360,Lucien,615,587,Eastern Map
793,Lundail,441,3376,Underground/Dungeon
164,Luthas,339,706,Southern Map
494,Magic Instructor,218,758,Southern Map
494,Magic Instructor,219,761,Southern Map
494,Magic Instructor,220,758,Southern Map
514,Magic store owner,600,1703,Yanille
339,Make over mage,371,580,Karamja
72,Man,59,677,Al Kharid
72,Man,62,670,Al Kharid
72,Man,62,681,Al Kharid/Desert
11,Man,64,1641,Southern Map
72,Man,69,673,Al Kharid
72,Man,79,672,Al Kharid
11,Man,82,444,Central Map
72,Man,83,680,Al Kharid/Desert
72,Man,84,674,Al Kharid
11,Man,97,526,Al Kharid/Desert
11,Man,97,579,Central Map
11,Man,108,527,Al Kharid/Desert
11,Man,110,523,Varrock
11,Man,111,1477,Southern Map
24,Man,111,3369,Underground/Dungeon
11,Man,112,522,Varrock
11,Man,117,1468,Southern Map
11,Man,118,658,Lumbridge
11,Man,124,522,Varrock
11,Man,126,656,Lumbridge
11,Man,129,649,Lumbridge
11,Man,129,658,Lumbridge
11,Man,132,639,Lumbridge
11,Man,133,1602,Southern Map
11,Man,212,441,Edgeville
11,Man,213,443,Edgeville
11,Man,214,1563,Southern Map
11,Man,215,444,Edgeville
11,Man,216,441,Edgeville
11,Man,220,616,Southern Map
11,Man,276,639,Port Sarim
11,Man,288,1467,Southern Map
11,Man,304,540,Falador
11,Man,308,523,Falador
11,Man,309,544,Falador
11,Man,310,522,Falador
11,Man,314,548,Falador
72,Man,316,1607,Southern Map
11,Man,433,491,Catherby
750,Man,486,417,Wilderness (low)
750,Man,486,423,Wilderness (low)
750,Man,492,411,Wilderness (low)
750,Man,493,414,Wilderness (low)
750,Man,496,416,Wilderness (low)
318,Man,497,457,Central Map
11,Man,498,411,Wilderness (low)
750,Man,498,418,Wilderness (low)
318,Man,511,455,Central Map
318,Man,517,459,Central Map
318,Man,520,451,Central Map
318,Man,580,606,Yanille
318,Man,584,619,Yanille
11,Man,603,745,Yanille
318,Man,606,580,Yanille
318,Man,606,585,Yanille
318,Man,607,584,Yanille
318,Man,609,1523,Yanille
318,Man,609,1525,Yanille
72,Man,614,763,Yanille
72,Man,615,763,Yanille
11,Man,683,570,Eastern Map
447,Martha Rehnison,646,567,Eastern Map
745,Mary The Maid,495,1334,Southern Map
231,Master Crafter,348,606,Rimmington
368,Master fisher,586,526,Ardougne
182,Melzar the mad,346,3463,Underground/Dungeon
668,Mercenary,68,3605,Underground/Dungeon
668,Mercenary,70,3605,Underground/Dungeon
692,Mercenary,70,3625,Underground/Dungeon
692,Mercenary,70,3627,Underground/Dungeon
690,Mercenary,72,3637,Underground/Dungeon
668,Mercenary,80,804,Al Kharid
668,Mercenary,83,806,Al Kharid
668,Mercenary,83,3630,Underground/Dungeon
670,Mercenary,83,3639,Underground/Dungeon
670,Mercenary,83,3641,Underground/Dungeon
670,Mercenary,89,806,Al Kharid
670,Mercenary,89,809,Al Kharid
670,Mercenary,90,806,Al Kharid
670,Mercenary,90,809,Al Kharid
668,Mercenary,92,808,Al Kharid
668,Mercenary,93,807,Al Kharid
668,Mercenary,93,808,Al Kharid
668,Mercenary,94,806,Al Kharid
668,Mercenary,95,810,Al Kharid
668,Mercenary,96,806,Al Kharid
669,Mercenary Captain,95,806,Al Kharid
669,Mercenary Captain,98,805,Al Kharid
669,Mercenary Captain,99,807,Al Kharid
393,Merlin,462,1387,Brimhaven
287,Merlin,462,2336,Brimhaven
226,Miles,227,632,Southern Map
449,Milli Rehnison,645,1511,Southern Map
711,Mining Cart Driver,88,807,Al Kharid
671,Mining Slave,51,3608,Underground/Dungeon
671,Mining Slave,56,3606,Underground/Dungeon
671,Mining Slave,57,3622,Underground/Dungeon
671,Mining Slave,60,3613,Underground/Dungeon
671,Mining Slave,65,3606,Underground/Dungeon
671,Mining Slave,70,3610,Underground/Dungeon
671,Mining Slave,71,3605,Underground/Dungeon
671,Mining Slave,73,3607,Underground/Dungeon
671,Mining Slave,76,3618,Underground/Dungeon
671,Mining Slave,82,3623,Underground/Dungeon
671,Mining Slave,83,807,Al Kharid
671,Mining Slave,83,3617,Underground/Dungeon
671,Mining Slave,85,809,Al Kharid
671,Mining Slave,85,811,Al Kharid
671,Mining Slave,85,3618,Underground/Dungeon
671,Mining Slave,88,3625,Underground/Dungeon
93,Monk,251,461,Barbarian Village
93,Monk,251,1403,Southern Map
93,Monk,251,1411,Southern Map
93,Monk,254,469,Barbarian Village
93,Monk,261,466,Central Map
93,Monk,261,1403,Southern Map
93,Monk,261,1409,Southern Map
93,Monk,261,1412,Southern Map
93,Monk,263,466,Central Map
93,Monk,263,1404,Southern Map
93,Monk,264,462,Central Map
140,Monk of Zamorak,330,436,Wilderness (low)
140,Monk of Zamorak,331,433,Wilderness (low)
139,Monk of Zamorak,331,435,Wilderness (low)
140,Monk of Zamorak,331,437,Wilderness (low)
140,Monk of Zamorak,332,434,Wilderness (low)
139,Monk of Zamorak,333,437,Wilderness (low)
293,Monk of Zamorak,406,3346,Underground/Dungeon
293,Monk of Zamorak,406,3350,Underground/Dungeon
293,Monk of Zamorak,410,3345,Underground/Dungeon
293,Monk of Zamorak,411,3349,Underground/Dungeon
140,Monk of Zamorak,686,642,Eastern Map
139,Monk of Zamorak,687,634,Eastern Map
139,Monk of Zamorak,689,639,Eastern Map
139,Monk of Zamorak,690,642,Eastern Map
140,Monk of Zamorak,697,646,Eastern Map
139,Monk of Zamorak,700,649,Eastern Map
140,Monk of Zamorak,701,640,Eastern Map
212,Monk of entrana,262,659,Port Sarim
212,Monk of entrana,266,659,Port Sarim
213,Monk of entrana,426,546,Central Map
213,Monk of entrana,427,548,Central Map
97,Morgan,215,618,Southern Map
349,Morris,563,493,Ardougne
539,Mosol,382,852,Karamja
104,Moss Giant,162,3306,Underground/Dungeon
104,Moss Giant,164,3290,Underground/Dungeon
104,Moss Giant,178,206,Wilderness (deep)
104,Moss Giant,182,201,Wilderness (deep)
104,Moss Giant,421,637,Brimhaven
104,Moss Giant,423,639,Brimhaven
594,Moss Giant,515,666,Southern Map
594,Moss Giant,516,664,Southern Map
594,Moss Giant,518,662,Southern Map
594,Moss Giant,520,661,Southern Map
104,Moss Giant,631,491,Yanille
104,Moss Giant,632,508,Yanille
104,Moss Giant,632,3297,Underground/Dungeon
104,Moss Giant,635,511,Yanille
355,Mountain Dwarf,384,464,Central Map
355,Mountain Dwarf,386,471,Taverly
356,Mountain Dwarf,391,3297,Underground/Dungeon
356,Mountain Dwarf,393,3300,Underground/Dungeon
356,Mountain Dwarf,395,3296,Underground/Dungeon
356,Mountain Dwarf,395,3300,Underground/Dungeon
356,Mountain Dwarf,396,3299,Underground/Dungeon
356,Mountain Dwarf,396,3302,Underground/Dungeon
356,Mountain Dwarf,399,3297,Underground/Dungeon
356,Mountain Dwarf,402,3299,Underground/Dungeon
355,Mountain Dwarf,427,456,Central Map
444,Mourner,613,580,Eastern Map
491,Mourner,621,589,Eastern Map
451,Mourner,622,590,Eastern Map
502,Mourner,628,566,Eastern Map
502,Mourner,628,570,Eastern Map
445,Mourner,628,603,Eastern Map
502,Mourner,630,565,Eastern Map
492,Mourner,631,573,Eastern Map
445,Mourner,631,604,Eastern Map
445,Mourner,633,582,Eastern Map
495,Mourner,633,1514,Southern Map
502,Mourner,634,569,Eastern Map
445,Mourner,636,603,Eastern Map
734,Murphy,252,729,Southern Map
734,Murphy,271,742,Southern Map
734,Murphy,300,729,Southern Map
734,Murphy,319,742,Southern Map
733,Murphy,538,703,Southern Map
733,Murphy,539,703,Southern Map
358,Necromancer,558,1592,Southern Map
358,Necromancer,559,649,Southern Map
124,Ned,214,627,Southern Map
194,Ned,281,3473,Underground/Dungeon
194,Ned,281,3494,Underground/Dungeon
227,Niles,228,628,Southern Map
642,Niloof,759,661,Eastern Map
233,Noterazzo,279,296,Wilderness (mid)
773,Nurmof,293,3329,Underground/Dungeon
620,Obli,418,847,Karamja
652,Observatory Professor,714,679,Eastern Map
652,Observatory Professor,715,681,Southern Map
652,Observatory Professor,715,682,Southern Map
654,Observatory assistant,714,683,Southern Map
625,Official,747,448,Central Map
680,Og,662,738,Southern Map
312,Ogre,511,3413,Underground/Dungeon
312,Ogre,511,3417,Underground/Dungeon
312,Ogre,511,3443,Underground/Dungeon
312,Ogre,587,832,Yanille
312,Ogre,591,835,Yanille
312,Ogre,601,805,Yanille
312,Ogre,603,798,Yanille
312,Ogre,603,3477,Underground/Dungeon
312,Ogre,607,803,Yanille
312,Ogre,607,3481,Underground/Dungeon
312,Ogre,608,794,Yanille
312,Ogre,611,3399,Underground/Dungeon
312,Ogre,612,785,Yanille
312,Ogre,612,791,Yanille
312,Ogre,612,3402,Underground/Dungeon
312,Ogre,613,3400,Underground/Dungeon
312,Ogre,613,3484,Underground/Dungeon
